age,education,marital_status,worker_class,occupation_code,hours_per_week,sex,race,income,state,income_estimate_from_peers
31,19.0,Never married,"Private, for-profit",8740,34.0,Male ,1,10800.0,6,14585.0
71,7.0,Widowed,"Private, for-profit",6050,48.0,Female,1,29600.0,6,26220.0
25,19.0,Never married,"Private, for-profit",4720,40.0,Female,9,52000.0,6,40538.0
34,21.0,Married,"Private, for-profit",2640,60.0,Male,1,100000.0,6,93651.0
63,21.0,Married,"Private, non-profit",2310,50.0,Female,1,56000.0,6,56992.0
21,19.0,Never married,"Private, for-profit",5630,21.0,Male,8,300.0,6,-1961.0
71,19.0,Divorced,"Private, for-profit",5820,40.0,Female,2,122800.0,6,123524.0
54,,Married,Local government,1108,35.0,Male,6,26000.0,6,27984.0
49,22.0,Married,"Private, for-profit",3160,25.0,Female,1,60000.0,6,64323.0
46,21.0,Never married,"Private, for-profit",5710,40.0,Female,3,80000.0,6,85150.0
56,19.0,Married ,"Private, for-profit",410,40.0,Female,1,,6,
43,24.0,Married,"Private, for-profit",1410,40.0,Female,6,270000.0,6,268431.0
34,22.0,Married,"Private, for-profit",110,40.0,Male,6,135000.0,6,139301.0
64,9.0,Married,"Private, for-profit",6260,,Male,1,23100.0,6,32234.0
33,21.0,Never married,"Private, for-profit",5110,40.0,Female,6,80000.0,6,82537.0
49,22.0,Married,"Private, for-profit",845,,Female,1,60000.0,6,63049.0
33,19.0,Never married,"Private, for-profit",3255,40.0,Female,1,20000.0,6,22709.0
19,16.0,Never married,State government,3602,60.0,Female,2,14000.0,6,17318.0
25,20.0,Never married,"Private, for-profit",4700,40.0,Female,1,57120.0,6,60543.0
39,10.0,Married,"Private, for-profit",6200,32.0,Male,1,37500.0,6,52446.0
34,20.0,Married,"Private, for-profit",7800,,Female,1,20800.0,6,17332.0
24,15.0,Never married,"Private, for-profit",8030,40.0,Male,1,12000.0,6,6685.0
59,21.0,Married,"Private, for-profit",4020,40.0,Male,8,30000.0,6,39472.0
60,20.0,Divorced,"Self-employed, unincorporated",3255,40.0,Female,1,112000.0,6,113203.0
24,21.0,Never married,"Private, for-profit",5510,40.0,Male,6,30000.0,6,26844.0
71,22.0,Divorced,"Self-employed, unincorporated",2006,10.0,Female,1,61200.0,6,58201.0
22,,Never married,Federal government,8610,40.0,Female,9,14000.0,6,10900.0
50,20.0,Married,"Private, for-profit",205,40.0,Male,1,33700.0,6,37121.0
30,16.0,Never married,Local government,4251,40.0,Male,6,18000.0,6,18134.0
47,16.0,Married,"Private, for-profit",9365,40.0,Male,1,38000.0,6,31106.0
29,22.0,Married,"Private, for-profit",710,45.0,Male,1,107100.0,6,110697.0
40,22.0,Married,"Private, for-profit",2631,,Female,6,270000.0,6,265901.0
43,19.0,Divorced,Local government,5860,40.0,Female,2,100000.0,6,92837.0
45,19.0,Married,Federal government,5560,40.0,Female,6,61000.0,6,62662.0
36,21.0,Married,"Private, for-profit",3255,40.0,Female,1,80000.0,6,85253.0
52,21.0,Divorced,"Private, for-profit",800,40.0,Female,6,52800.0,6,53128.0
24,21.0,Never married,"Private, for-profit",4510,40.0,Female,1,30000.0,6,23352.0
44,21.0,Married,"Private, for-profit",4055,20.0,Female,8,3000.0,6,-898.0
43,22.0,Married,"Private, for-profit",10,50.0,Male,1,100000.0,6,96076.0
66,23.0,Married,"Self-employed, unincorporated",2100,8.0,Male,1,31800.0,6,33311.0
50,21.0,Married,"Self-employed, unincorporated",2100,50.0,Female,1,,6,
62,21.0,Divorced,"Self-employed, unincorporated",5120,60.0,Female,1,61000.0,6,56445.0
55,20.0,Married,"Private, for-profit",800,40.0,Female,8,50000.0,6,51226.0
55,,Married,"Private, for-profit",6355,40.0,Male,6,50000.0,6,40097.0
56,19.0,Divorced,"Private, for-profit",4850,60.0,Male,8,45000.0,6,35023.0
46,23.0,Never married,"Private, for-profit",2100,40.0,Female,2,108000.0,6,118224.0
77,16.0,Divorced,"Private, for-profit",4920,24.0,Female,1,35600.0,6,33908.0
50,20.0,Divorced,State government,3255,40.0,Female,8,,6,
41,17.0,Married,"Private, for-profit",4710,40.0,Male,2,50000.0,6,52618.0
33,19.0,Never married,"Private, for-profit",3870,40.0,Female,8,25000.0,6,21832.0
59,20.0,Married,"Self-employed, unincorporated",3630,35.0,Female,1,35000.0,6,30339.0
29,21.0,Never married,"Private, for-profit",705,40.0,Male,6,150000.0,6,157790.0
45,16.0,Married,"Private, non-profit",5000,45.0,Female,1,61000.0,6,63867.0
43,19.0,Married,"Private, for-profit",4521,30.0,Male,6,10600.0,6,11055.0
23,,Married,"Private, for-profit",4840,45.0,male,1,68000.0,6,69339.0
20,16.0,Married,Federal government,5040,55.0,Male,8,,6,
69,18.0,Married,"Self-employed, unincorporated",9142,10.0,Male,1,24200.0,6,26517.0
60,,Married,"Self-employed, unincorporated",810,30.0,Female,1,76000.0,6,90365.0
24,16.0,Never married,"Private, for-profit",4720,25.0,Female,1,14900.0,6,10497.0
34,21.0,Married,"Private, for-profit",52,40.0,Male,1,150000.0,6,141344.0
38,20.0,Married,"Self-employed, incorporated",4700,65.0,Male,1,115000.0,6,114432.0
46,22.0,Married,"Private, for-profit",800,60.0,Male,1,130010.0,6,127776.0
25,21.0,Never married,"Private, for-profit",520,40.0,Female,6,41000.0,6,41740.0
60,20.0,Married,Local government,5000,40.0,Female,3,39000.0,6,46162.0
47,21.0,Married,"Private, for-profit",5860,25.0,Female,1,20000.0,6,16611.0
45,,Married,"Private, for-profit",300,40.0,Female,6,160000.0,6,159852.0
49,21.0,Married,Local government,8740,40.0,Male,1,100000.0,6,97973.0
45,23.0,Married,"Private, for-profit",3250,50.0,Female,1,255000.0,6,257192.0
51,16.0,Divorced,"Private, for-profit",4920,50.0,Male,6,40000.0,6,38737.0
52,20.0,Married,"Self-employed, unincorporated",3255,25.0,Female,1,110000.0,6,109078.0
61,19.0,Married,"Private, for-profit",5140,40.0,Female,6,39000.0,6,35981.0
28,21.0,Never married,"Private, for-profit",1106,60.0,Male,6,175000.0,6,191054.0
31,21.0,Married,"Private, for-profit",4600,40.0,Female,1,50000.0,6,52637.0
57,21.0,Widowed,"Private, for-profit",3255,32.0,Female,1,89000.0,6,101133.0
61,21.0,Married,"Private, for-profit",7720,40.0,Female,6,30000.0,6,23730.0
50,21.0,Married,"Private, for-profit",440,40.0,Male,1,,6,
46,22.0,Married,"Private, for-profit",1530,40.0,Male,6,25000.0,6,20687.0
45,15.0,Never married,"Private, for-profit",9142,40.0,Male,1,30000.0,6,27733.0
43,18.0,Married,Family business (unpaid),5000,38.0,Female,1,71000.0,6,84304.0
60,21.0,Widowed ,"Private, for-profit",5240,40.0,Female,1,96200.0,6,109796.0
60,21.0,Married,"Self-employed, unincorporated",440,,Male,6,40000.0,6,44841.0
48,20.0,Never married,"Private, for-profit",2300,40.0,Female,1,29000.0,6,23957.0
18,16.0,Never married,"Private, for-profit",4020,25.0,Male,1,12000.0,6,-343.0
63,17.0,Married,"Private, for-profit",10,40.0,MALE,1,500000.0,6,504702.0
54,21.0,Married,"Private, for-profit",440,45.0,Male,1,150000.0,6,139889.0
69,16.0,Married,"Private, for-profit",5120,40.0,Female,1,90000.0,6,96746.0
45,21.0,Married,Federal government,3870,50.0,Male,1,110000.0,6,110448.0
47,21.0,Married,"Private, for-profit",4700,60.0,Male,1,150000.0,6,151322.0
20,19.0,Never married,"Private, for-profit",4020,27.0,Female,1,16000.0,6,7546.0
26,19.0,Never married,"Private, non-profit",3603,40.0,Female,2,14000.0,6,11871.0
20,18.0,Never married,"Private, for-profit",9130,35.0,Male,9,2000.0,6,-2590.0
47,19.0,Divorced,"Private, for-profit",7800,40.0,female,1,22000.0,6,9465.0
33,20.0,Divorced,"Private, for-profit",4760,45.0,Male,1,50000.0,6,53560.0
22,16.0,Never married,"Private, for-profit",3500,40.0,Female,1,20000.0,6,22366.0
28,11.0,Never married,"Private, for-profit",7810,40.0,Male,1,14000.0,6,13701.0
60,21.0,Married,"Private, for-profit",136,45.0,Female,1,100000.0,6,103440.0
28,21.0,Never married,"Private, for-profit",2014,40.0,Female,2,76000.0,6,76856.0
43,21.0,Divorced,"Private, non-profit",20,45.0,Male,1,60000.0,6,54416.0
37,21.0,Married,"Private, for-profit",440,45.0,female,1,165000.0,6,174891.0
63,19.0,Married,"Private, for-profit",4760,50.0,Male,1,65000.0,6,63156.0
58,19.0,Separated,"Private, non-profit",300,40.0,Male,1,109000.0,6,106734.0
57,16.0,Divorced,"Private, for-profit",340,40.0,Female,1,24500.0,6,17451.0
39,17.0,Married,"Private, for-profit",9130,62.0,Male,1,,6,
24,18.0,Never married,"Private, for-profit",4110,12.0,Female,6,10400.0,6,-1995.0
57,22.0,Never married,"Self-employed, unincorporated",4621,15.0,Female,1,11300.0,6,10249.0
62,16.0,Married,"Private, for-profit",4700,32.0,Female,1,24000.0,6,14001.0
26,22.0,Never married,"Private, for-profit",1021,40.0,Male,6,200000.0,6,202442.0
34,9.0,Married,"Private, for-profit",6050,45.0,Male,1,22000.0,6,26423.0
56,22.0,Married,"Private, non-profit",10,50.0,Male,1,226200.0,6,226451.0
50,19.0,Married,"Self-employed, unincorporated",4920,50.0,Female,1,,6,
48,22.0,Divorced,"Private, non-profit",440,40.0,Female,1,85000.0,6,82579.0
34,23.0,Never married ,"Private, for-profit",2100,50.0,Male,1,280000.0,6,277080.0
40,20.0,Married,"Private, for-profit",8830,40.0,Female,6,150030.0,6,145096.0
18,14.0,Never married,"Private, for-profit",7260,15.0,Male ,1,3500.0,6,6645.0
55,16.0,Separated,Local government,4220,40.0,Female,8,58000.0,6,60887.0
25,20.0,Never married,"Private, for-profit",5610,30.0,Female,2,30000.0,6,29435.0
50,16.0,Never married,"Private, for-profit",9620,40.0,Male,8,20000.0,6,25361.0
25,20.0,Married,"Private, for-profit",5240,44.0,Male,1,34000.0,6,26938.0
29,22.0,Married,"Private, for-profit",1530,40.0,Male,6,100000.0,6,96423.0
61,16.0,Married,"Private, for-profit",4760,40.0,Male,1,40400.0,6,44431.0
22,19.0,Never married,"Private, for-profit",4220,30.0,Male,1,10000.0,6,8450.0
35,21.0,Married,"Private, for-profit",7700,,Male,6,200000.0,6,204499.0
31,19.0,Never married,"Private, non-profit",5810,24.0,Female,1,10000.0,6,15834.0
29,16.0,Never married,"Private, for-profit",3500,45.0,Male,1,32000.0,6,26384.0
18,16.0,Never married,"Private, for-profit",5820,30.0,Female,6,10000.0,6,11159.0
47,,Divorced,"Private, for-profit",5240,38.0,Female,1,24000.0,6,25734.0
33,,Divorced,"Self-employed, unincorporated",2850,20.0,Female,1,12000.0,6,8076.0
61,22.0,Married,Local government,1065,36.0,Male,6,203300.0,6,200394.0
40,16.0,Married,"Private, for-profit",440,60.0,Male,1,140000.0,6,133255.0
29,21.0,Never married,"Private, for-profit",630,40.0,Female,9,,6,
28,19.0,Never married,"Private, for-profit",7800,35.0,Female,2,25000.0,6,26371.0
63,21.0,Married,"Private, for-profit",800,50.0,Male,1,70000.0,6,70330.0
42,,Married,"Private, for-profit",52,50.0,Male ,1,197300.0,6,199136.0
56,16.0,Never married,State government,9122,45.0,Female,2,50000.0,6,49715.0
30,12.0,Married,"Private, for-profit",6050,40.0,Male,8,83300.0,6,76578.0
31,21.0,Divorced,"Private, for-profit",1530,50.0,Female,1,100000.0,6,105136.0
40,21.0,Divorced,"Private, for-profit",4110,40.0,Female,1,45000.0,6,45796.0
39,1.0,Never married,"Private, for-profit",6050,48.0,Female,1,12000.0,6,11603.0
25,16.0,Never married,"Private, for-profit",7200,40.0,Male,6,35400.0,6,42545.0
48,22.0,Never married,State government,2310,50.0,Female,1,77700.0,6,79796.0
25,22.0,Never married,"Private, non-profit",5740,40.0,Female,1,46000.0,6,49489.0
57,6.0,Married,"Private, for-profit",9130,30.0,Male,1,24000.0,6,22341.0
39,21.0,Married,"Private, for-profit",4220,40.0,Male,6,40000.0,6,44623.0
65,9.0,Married,"Private, for-profit",2545,30.0,Female,6,18000.0,6,19761.0
40,23.0,Married,"Private, for-profit",2640,50.0,Male,6,70000.0,6,62794.0
42,22.0,Married,Local government,2310,40.0,female,1,86000.0,6,88410.0
21,19.0,Never married,Local government,2350,5.0,Female,1,25100.0,6,27007.0
34,21.0,Never married,"Private, for-profit",2600,45.0,Female,1,50000.0,6,52085.0
56,22.0,Divorced,Local government,3230,,Female,8,96400.0,6,96956.0
65,18.0,Married,"Private, for-profit",3603,8.0,female,9,1150.0,6,-5451.0
35,22.0,Divorced,"Private, for-profit",3255,40.0,Male,1,140000.0,6,137499.0
45,,Married,"Private, for-profit",4020,40.0,Female,8,25000.0,6,18594.0
29,21.0,Married,"Private, for-profit",520,40.0,Female,6,43000.0,6,33461.0
39,2.0,Married,"Private, for-profit",7800,32.0,Female,1,22200.0,6,18281.0
64,17.0,Never married,"Private, for-profit",540,40.0,Female,1,34700.0,6,28223.0
18,16.0,Never married,"Private, for-profit",9645,32.0,Male,8,900.0,6,-110.0
52,11.0,Married,"Private, for-profit",8320,40.0,Male,1,12000.0,6,8379.0
21,,Never married,Federal government,9825,50.0,Male,1,17000.0,6,16337.0
26,15.0,Never married,"Private, for-profit",4020,40.0,Male,1,35000.0,6,39061.0
47,19.0,Married,"Private, for-profit",705,55.0,Male,1,155000.0,6,155943.0
57,1.0,Never married,"Self-employed, unincorporated",4760,32.0,MALE,8,10500.0,6,19697.0
40,23.0,Married,"Private, for-profit",7700,85.0,Male,1,500000.0,6,495415.0
24,19.0,Never married,"Private, for-profit",4110,25.0,Male,1,35000.0,6,47808.0
59,21.0,Married,"Private, for-profit",5720,40.0,Female,1,81000.0,6,73543.0
48,,Married,"Private, for-profit",7140,40.0,Male,1,60000.0,6,62096.0
37,19.0,Divorced,"Private, for-profit",1530,50.0,Male,1,85000.0,6,85993.0
61,15.0,Married,"Private, for-profit",9130,40.0,Male,1,28000.0,6,23541.0
31,21.0,Married,"Private, for-profit",1050,45.0,Male,1,15000.0,6,12149.0
69,23.0,Widowed,"Self-employed, unincorporated",4900,20.0,Female,1,52400.0,6,58005.0
20,16.0,Married,"Self-employed, incorporated",4110,35.0,Female,1,4000.0,6,7600.0
33,,Married,"Private, for-profit",4840,45.0,Male,1,130000.0,6,130438.0
49,21.0,Married,"Private, for-profit",8990,35.0,Female,1,21000.0,6,15675.0
77,,Married,"Self-employed, incorporated",4920,35.0,Male,1,196300.0,6,203004.0
76,22.0,Divorced,"Self-employed, unincorporated",2003,5.0,Female,1,110100.0,6,101667.0
41,18.0,Divorced,"Private, non-profit",5240,28.0,Female,8,15300.0,6,13952.0
38,22.0,Married,Federal government,1360,40.0,Female,1,,6,
22,20.0,Never married,"Private, for-profit",4251,40.0,Male,1,18000.0,6,15070.0
53,1.0,Married,"Private, for-profit",4521,20.0,Female,6,12100.0,6,9136.0
49,16.0,Married,"Private, for-profit",4055,40.0,Female,8,46010.0,6,47677.0
45,18.0,Married,"Private, for-profit",230,,Female,1,15000.0,6,24677.0
35,19.0,Married,"Self-employed, incorporated",4540,56.0,Male,6,21000.0,6,22762.0
45,19.0,Married,"Self-employed, unincorporated",3910,90.0,Male,8,130000.0,6,126868.0
48,20.0,Married,"Private, for-profit",3640,40.0,Female,6,64000.0,6,52931.0
23,18.0,Never married,"Private, for-profit",4760,50.0,Female,1,40000.0,6,41973.0
21,,Never married,"Private, for-profit",3640,8.0,Female,9,3000.0,6,603.0
58,20.0,Married,"Private, for-profit",1050,47.0,Male,1,98200.0,6,99434.0
48,13.0,Married,"Private, for-profit",7315,40.0,Male,8,24000.0,6,28248.0
24,16.0,Married,"Private, for-profit",9640,8.0,Male,1,5000.0,6,7887.0
46,20.0,Divorced,State government,940,40.0,Female,1,93000.0,6,95671.0
60,21.0,Married,"Private, for-profit",3310,36.0,Female,1,60000.0,6,63841.0
61,18.0,Married,"Private, for-profit",5740,40.0,Female,7,85120.0,6,87340.0
56,17.0,Never married,"Private, for-profit",9645,25.0,Male,1,8000.0,6,10539.0
28,18.0,Never married,"Private, for-profit",5240,40.0,Male,1,68400.0,6,71448.0
57,,Married,"Private, for-profit",4720,15.0,Male,1,10000.0,6,4947.0
19,16.0,Never married,Federal government,6765,50.0,Male,1,,6,
61,,Married ,"Private, for-profit",7410,40.0,Female,1,7700.0,6,5076.0
18,,Never married,"Private, for-profit",4720,-1.0,Male,8,1300.0,6,6250.0
43,20.0,Married,"Private, for-profit",3323,40.0,Male,1,127000.0,6,127822.0
32,21.0,Married,"Private, for-profit",1021,40.0,Male,6,170000.0,6,163098.0
32,21.0,Married,"Private, for-profit",2640,60.0,Male,1,136000.0,6,128934.0
52,19.0,Divorced,"Private, for-profit",9130,40.0,Male,8,30000.0,6,33833.0
22,19.0,Never married,"Private, for-profit",2545,30.0,female,1,12000.0,6,14010.0
66,16.0,Married,"Self-employed, unincorporated",8750,25.0,Male,1,170000.0,6,168385.0
42,16.0,Married,"Private, for-profit",6240,40.0,Male,8,60000.0,6,61675.0
31,21.0,Divorced,Federal government,1760,40.0,Female,1,39500.0,6,40607.0
52,22.0,Married,"Private, for-profit",750,50.0,Male,6,105000.0,6,103714.0
38,13.0,Married,"Self-employed, unincorporated",6410,30.0,Male,8,8800.0,6,11793.0
25,,Never married,"Private, for-profit",5400,40.0,Female,1,24000.0,6,23785.0
49,22.0,Never married,"Self-employed, unincorporated",1825,35.0,Female,1,,6,
52,22.0,Married,"Private, for-profit",440,50.0,Male,6,500000.0,6,498833.0
56,21.0,Married,"Private, for-profit",2360,40.0,Male,6,45000.0,6,38652.0
35,23.0,Married,"Private, for-profit",2100,40.0,Male,1,261000.0,6,256265.0
45,16.0,Married,"Private, for-profit",4400,30.0,Female,6,54800.0,6,63450.0
63,19.0,Married,"Private, for-profit",5820,18.0,Female,1,48600.0,6,40571.0
32,23.0,Never married,"Private, for-profit",3090,40.0,Female,8,52000.0,6,51142.0
63,22.0,Married,"Self-employed, unincorporated",137,30.0,Male,1,56000.0,6,61592.0
19,19.0,Never married,"Private, for-profit",4110,20.0,Female,1,12200.0,6,15881.0
53,,Married,"Private, for-profit",5120,5.0,Female,1,11000.0,6,2075.0
60,,Married,"Private, for-profit",440,45.0,Female,1,64000.0,6,61196.0
62,22.0,Married,"Self-employed, unincorporated",2850,50.0,Female,9,22900.0,6,22181.0
28,16.0,Married,"Private, for-profit",7210,50.0,Male,1,150000.0,6,149204.0
35,16.0,Married,"Private, for-profit",350,40.0,Female,1,19000.0,6,16251.0
27,22.0,Never married,State government,2310,40.0,Female,1,60000.0,6,68084.0
47,14.0,Married,"Self-employed, incorporated",8030,70.0,Male,8,53000.0,6,56850.0
33,22.0,Married,Federal government,2005,40.0,Female,1,78000.0,6,70375.0
42,16.0,Never married,"Private, for-profit",9141,40.0,Male,1,38000.0,6,41366.0
22,19.0,Never married,"Private, for-profit",4150,12.0,Male,1,3400.0,6,255.0
40,22.0,Married,"Self-employed, unincorporated",3261,8.0,Female,6,500.0,6,9142.0
22,16.0,Never married,"Private, for-profit",5240,25.0,Female,1,8000.0,6,1612.0
39,22.0,Married,State government,2310,40.0,Female,1,70000.0,6,76987.0
23,20.0,Married,"Private, for-profit",3602,30.0,Female,1,16200.0,6,17671.0
40,21.0,Divorced,"Private, for-profit",4110,45.0,Female,6,35000.0,6,31968.0
43,22.0,Married,"Private, for-profit",1021,40.0,Female,6,,6,
30,,Never married,"Private, for-profit",2910,35.0,Male,8,18760.0,6,26776.0
42,16.0,Married,"Private, for-profit",4700,75.0,Male,1,104000.0,6,104547.0
66,20.0,Divorced,"Private, for-profit",2360,30.0,Female,1,148000.0,6,162254.0
68,8.0,Married ,"Private, non-profit",4220,,Male,8,50000.0,6,50426.0
37,16.0,Never married,"Private, for-profit",1021,40.0,Male,1,160000.0,6,159622.0
42,24.0,Married,"Private, for-profit",1760,50.0,Male,1,150000.0,6,146306.0
47,16.0,Married,"Private, for-profit",4020,,Male,6,36600.0,6,41025.0
53,16.0,Married,"Private, for-profit",4230,40.0,Female,1,28000.0,6,33364.0
32,9.0,Married,"Private, for-profit",6050,30.0,Female,1,15000.0,6,11005.0
30,16.0,Divorced,"Private, for-profit",3640,40.0,Female,8,32000.0,6,37506.0
47,24.0,Married,"Private, for-profit",2100,60.0,Female,1,105000.0,6,102349.0
43,22.0,Married,"Private, non-profit",2350,4.0,Female,6,800.0,6,294.0
29,21.0,Never married,"Private, for-profit",2002,40.0,Male,8,74000.0,6,76436.0
22,16.0,Married,"Private, for-profit",8640,45.0,Male,1,28000.0,6,32142.0
29,21.0,Never married,"Private, for-profit",7750,40.0,Male,6,20000.0,6,28191.0
39,19.0,Married,"Private, for-profit",1460,40.0,Male,1,148000.0,6,144865.0
53,16.0,Married,"Self-employed, unincorporated",4700,46.0,Male,8,14000.0,6,19518.0
47,3.0,Married,"Private, for-profit",6260,40.0,Male,1,60000.0,6,59745.0
21,19.0,Never married,"Private, for-profit",4720,10.0,Female,1,4800.0,6,9863.0
41,18.0,Never married,"Private, for-profit",4251,25.0,Male,1,3200.0,6,-6935.0
40,21.0,Married,"Private, for-profit",5860,20.0,Female,1,10000.0,6,16622.0
24,19.0,Never married,"Private, for-profit",2014,40.0,Male,1,,6,
18,18.0,Never married,State government,2640,6.0,Female,1,12000.0,6,4433.0
44,16.0,Married,Federal government,3945,40.0,Female,1,43000.0,6,46225.0
19,16.0,Never married,"Private, for-profit",4020,20.0,Male,1,5000.0,6,-2500.0
40,21.0,Never married,"Private, non-profit",2310,60.0,Male,9,53000.0,6,50327.0
26,16.0,Never married,"Private, for-profit",3602,40.0,Female,2,3000.0,6,7465.0
63,21.0,Married,"Private, for-profit",10,40.0,Male,1,350000.0,6,349726.0
48,21.0,Married,Local government,3740,54.0,Male,1,160000.0,6,154829.0
